150|Washington|United States
151|Barcelona|Spain
152|Changsha|China
153|Chenzhou|China
154|Anqing|China
155|Jiangmen|China
156|Xinpu|China
157|Yibin|China
158|Yangzhou|China
159|Melbourne|Australia
160|Berlin|Germany
161|Hengshui|China
162|Timbío|Colombia
163|Kunming|China
164|Yiyang|China
165|Guigang|China
166|Changchun|China
167|Jiangguanchi|China
168|Casablanca|Morocco
169|Meizhou|China
170|Zhangjiakou|China
171|Chifeng|China
172|Ürümqi|China
173|Suzhou|China
174|İzmir|Turkey
175|Linfen|China
176|Shantou|China
177|Kabul|Afghanistan
178|Mogadishu|Somalia
179|Luzhou|China
180|Hefei|China
181|Boston|United States
182|Liuzhou|China
183|Zhaoqing|China
184|Xiaoxita|China
185|Shijiazhuang|China
186|Ningbo|China
187|Fuzhou|China
188|Phoenix|United States
189|Zhuzhou|China
190|Amman|Jordan
191|Chuzhou|China
192|Jeddah|Saudi Arabia
193|Qingyuan|China
194|Loudi|China
195|Binzhou|China
196|Deyang|China
197|Taiyuan|China
198|Kano|Nigeria
199|Wuhu|China
200|Nanning|China
201|Harbin|China
202|Abuja|Nigeria
203|Yokohama|Japan
204|Baojishi|China
205|Zaozhuang|China
206|Xiamen|China
207|Neijiang|China
208|Fuzhou|China
209|Baicheng|China
210|Anshan|China
211|Medan|Indonesia
212|Yulinshi|China
213|Wenzhou|China
214|Changzhou|China
215|Puyang|China
216|Jiaozuo|China
217|Nanchang|China
218|Ibadan|Nigeria
219|Hechi|China
220|Detroit|United States
221|Montréal|Canada
222|Busan|South Korea
223|Hohhot|China
224|Seattle|United States
225|Algiers|Algeria
226|Hanzhong|China
227|Tangshan|China
228|Shiyan|China
229|Lucknow|India
230|Siping|China
231|Mashhad|Iran
232|Boankra|Ghana
233|Changzhi|China
234|Dubai|United Arab Emirates
235|Qinzhou|China
236|Guiyang|China
237|Bengbu|China
238|San Francisco|United States
239|Bazhou|China
240|Qincheng|China
241|Suining|China
242|Wuxi|China
243|Leshan|China
244|Putian|China
245|Zhenjiang|China
246|Faisalabad|Pakistan
247|Guang’an|China
248|Tongren|China
249|Santa Cruz|Bolivia
250|Qinhuangdao|China
251|Tongliao|China
252|Jinzhou|China
253|Heyuan|China
254|San Diego|United States
255|Jaipur|India
256|Xinzhou|China
257|Lanzhou|China
258|Wuzhou|China
259|Athens|Greece
260|Addis Ababa|Ethiopia
261|Chaoyang|China
262|Brasília|Brazil
263|Taichung|Taiwan
264|Kuwait City|Kuwait
265|Budapest|Hungary
266|Shaoguan|China
267|Shanwei|China
268|Quezon City|Philippines
269|Rizhao|China
270|Kyiv|Ukraine
271|Sanaa|Yemen
272|Meishan|China
273|Incheon|South Korea
274|Guatemala City|Guatemala
275|Birmingham|United Kingdom
276|Zhongshan|China
277|Ningde|China
278|Weihai|China
279|Daqing|China
280|Bursa|Turkey
281|Salvador|Brazil
282|Rome|Italy
283|Haikou|China
284|La Paz|Bolivia
285|Xiangtan|China
286|Pyongyang|North Korea
287|Minneapolis|United States
288|Omdurman|Sudan
289|Malang|Indonesia
290|Mudanjiang|China
291|Stuttgart|Germany
292|Brooklyn|United States
293|Kaohsiung|Taiwan
294|Guayaquil|Ecuador
295|Lisbon|Portugal
296|Longyan|China
297|Tieling|China
298|Manchester|United Kingdom
299|Baotou|China
300|Handan|China
301|Cawnpore|India
302|Dingxi|China
303|Nanping|China
304|Tampa|United States
305|Zigong|China
306|Maracaibo|Venezuela
307|Chaozhou|China
308|Mbuji-Mayi|Congo (Kinshasa)
309|Denver|United States
310|Gulou|China
311|Weifang|China
312|Huai’an|China
313|Zibo|China
314|Ankang|China
315|Baoshan|China
316|Antananarivo|Madagascar
317|Huludao|China
318|Munich|Germany
319|Yanjiang|China
320|Santo Domingo|Dominican Republic
321|Sanming|China
322|Tashkent|Uzbekistan
323|Longba|China
324|Yangjiang|China
325|Jiamusi|China
326|Luohe|China
327|Lincang|China
328|Medellín|Colombia
329|Xuanzhou|China
330|Yunfu|China
331|Shaoxing|China
332|Yantai|China
333|Huizhou|China
334|Lishui|China
335|Mirzāpur|India
336|Hamburg|Germany
337|Guangyuan|China
338|Cali|Colombia
339|Lusaka|Zambia
340|Huangshi|China
341|Xining|China
342|Ouagadougou|Burkina Faso
343|Daegu|South Korea
344|Fortaleza|Brazil
345|Yaoundé|Cameroon
346|Jilin|China
347|Dandong|China
348|Zhuhai|China
349|Lianshan|China
350|Yingkou|China
351|Antalya|Turkey
352|Nāgpur|India
353|Queens|United States
354|Accra|Ghana
355|Bekasi|Indonesia
356|Ghāziābād|India
357|Yuxi|China
358|Luoyang|China
359|Brisbane|Australia
360|Anshun|China
361|Depok|Indonesia
362|Shangzhou|China
363|Huainan|China
364|Colombo|Sri Lanka
365|Kuaidamao|China
366|Baku|Azerbaijan
367|Fukuoka|Japan
368|Yan’an|China
369|Jincheng|China
370|Vancouver|Canada
371|Nantong|China
372|Tangerang|Indonesia
373|Caracas|Venezuela
374|Sanmenxia|China
375|Laibin|China
376|Konya|Turkey
377|Manaus|Brazil
378|Eşfahān|Iran
379|Qinbaling|China
380|Baltimore|United States
381|Ma’anshan|China
382|Shengli|China
383|Gaoping|China
384|Taizhou|China
385|Harare|Zimbabwe
386|Kowloon|Hong Kong
387|Las Vegas|United States
388|Havana|Cuba
389|Perth|Australia
390|Phnom Penh|Cambodia
391|Puning|China
392|Huaibei|China
393|Qingyang|China
394|Haiphong|Vietnam
395|Chongzuo|China
396|Rawalpindi|Pakistan
397|Yushan|China
398|St. Louis|United States
399|Kumasi|Ghana
400|Vadodara|India
401|Hezhou|China
402|Pingliang|China
403|Portland|United States
404|Vishākhapatnam|India
405|Gujranwala|Pakistan
406|Baicheng|China
407|Gaziantep|Turkey
408|Fushun|China
409|Riverside|United States
410|Bamako|Mali
411|Quito|Ecuador
412|Minsk|Belarus
413|Tijuana|Mexico
414|Bamenda|Cameroon
415|Boosaaso|Somalia
416|Indore|India
417|Şanlıurfa|Turkey
418|Vienna|Austria
419|Karaj|Iran
420|Kananga|Congo (Kinshasa)
421|Peshawar|Pakistan
422|Sapporo|Japan
423|Ecatepec|Mexico
424|Pingxiang|China
425|Orlando|United States
426|Aleppo|Syria
427|Sacramento|United States
428|Almaty|Kazakhstan
429|San Juan|Puerto Rico
430|San Antonio|United States
431|Yinchuan|China
432|Thāne|India
433|Santos|Brazil
434|Blantyre|Malawi
435|Bucharest|Romania
436|Curitiba|Brazil
437|Multan|Pakistan
438|Tainan|Taiwan
439|Xiping|China
440|Port Harcourt|Nigeria
441|Warsaw|Poland
442|Jixi|China
443|Saidu Sharif|Pakistan
444|Liaoyang|China
445|Beihai|China
446|Meru|Kenya
447|Brazzaville|Congo (Brazzaville)
448|Fuxin|China
449|Wuwei|China
450|Mersin|Turkey
451|Bhopāl|India
452|Lubumbashi|Congo (Kinshasa)
453|Denpasar|Indonesia
454|Davao|Philippines
455|Shuyangzha|China
456|Adana|Turkey
457|Damascus|Syria
458|Brussels|Belgium
459|Hyderabad City|Pakistan
460|Diyarbakır|Turkey
461|San Jose|United States
462|Chinchvad|India
463|Montevideo|Uruguay
464|Pittsburgh|United States
465|Shuozhou|China
466|Cincinnati|United States
467|Benxi|China
468|Baiyin|China
469|Mosul|Iraq
470|Manhattan|United States
471|Caloocan City|Philippines
472|Kampala|Uganda
473|Patna|India
474|Tegucigalpa|Honduras
475|Cleveland|United States
476|Sanzhou|China
477|Changshu|China
478|Mecca|Saudi Arabia
479|Heihe|China
480|Jingdezhen|China
481|Conakry|Guinea
482|Recife|Brazil
483|Indianapolis|United States
484|Austin|United States
485|Sangereng|Indonesia
486|Kansas City|United States
487|Zhongli|Taiwan
488|Novosibirsk|Russia
489|Bilāspur|India
490|Semarang|Indonesia
491|Ludhiāna|India
492|Nārāyanganj|Bangladesh
493|Stockholm|Sweden
494|Chengtangcun|China
495|Āgra|India
496|Balandougou|Mali
497|Agwār|India
498|León de los Aldama|Mexico
499|Yopougon|Côte d'Ivoire
500|Puebla|Mexico
501|Madurai|India
502|Hebi|China
503|Córdoba|Argentina
504|Shīrāz|Iran
505|Jamshedpur|India
506|Tabrīz|Iran
507|Huzhou|China
508|Columbus|United States
509|Sofia|Bulgaria
510|Kawasaki|Japan
511|San José|Costa Rica
512|Aba|Nigeria
513|Palembang|Indonesia
514|Zhangjiajie|China
515|Kōbe|Japan
516|Jiaxing|China
517|Charlotte|United States
518|Guiping|China
519|Lianjiang|China
520|Ximeicun|China
521|Jianguang|China
522|Yucheng|China
523|Panama City|Panama
524|Xushan|China
525|Belém|Brazil
526|Virginia Beach|United States
527|Leizhou|China
528|Gwangju|South Korea
529|Nāsik|India
530|Porto Alegre|Brazil
531|Valencia|Venezuela
532|Onitsha|Nigeria
533|Abu Dhabi|United Arab Emirates
534|Daejeon|South Korea
535|Zapopan|Mexico
536|Bronx|United States
537|Yekaterinburg|Russia
538|Huazhou|China
539|Kyōto|Japan
540|Jinhua|China
541|Amsterdam|Netherlands
542|Shuangyashan|China
543|Pizhou|China
544|El Kelaa des Srarhna|Morocco
545|Dakar|Senegal
546|Kharkiv|Ukraine
547|Yangshe|China
548|Guyuan|China
549|Rui’an|China
550|Khulna|Bangladesh
551|Muscat|Oman
552|Wenling|China
553|Gaozhou|China
554|Farīdābād|India
555|Chizhou|China
556|Tel Aviv-Yafo|Israel
557|Ulaanbaatar|Mongolia
558|Goiânia|Brazil
559|Fuqing|China
560|Kayseri|Turkey
561|Wuzhong|China
562|Belgrade|Serbia
563|Pingdu|China
564|Milan|Italy
565|Aurangābād|India
566|Copenhagen|Denmark
567|Yangquan|China
568|Yutan|China
569|Huangshan|China
570|Auckland|New Zealand
571|Makassar|Indonesia
572|Santiago|Dominican Republic
573|Milwaukee|United States
574|Rājkot|India
575|Prague|Czechia
576|Samsun|Turkey
577|Liangshi|China
578|Barranquilla|Colombia
579|Saitama|Japan
580|Guarulhos|Brazil
581|Al Başrah|Iraq
582|Mandalay|Myanmar
583|Juárez|Mexico
584|Xintai|China
585|Wusong|China
586|Meerut|India
587|Yushu|China
588|Rongcheng|China
589|Huazhou|China
590|Adelaide|Australia
591|Baishan|China
592|Dayan|China
593|Haicheng|China
594|Tripoli|Libya
595|Jiangyin|China
596|Yicheng|China
597|Huaiyin|China
598|Porto|Portugal
599|Cacuaco|Angola
600|Soweto|South Africa
601|Rosario|Argentina
602|Canagatan|Philippines
603|Helsinki|Finland
604|Jabalpur|India
605|Providence|United States
606|Rucheng|China
607|Nizhniy Novgorod|Russia
608|Ahvāz|Iran
609|Jepara|Indonesia
610|Shaoyang|China
611|Comayagüela|Honduras
612|Laiwu|China
613|Sharjah|United Arab Emirates
614|Kalamboli|India
615|Jingling|China
616|Kazan|Russia
617|Suwon|South Korea
618|Yongcheng|China
619|Sumedang|Indonesia
620|Calgary|Canada
621|Cần Thơ|Vietnam
622|Yiwu|China
623|Bagam|Indonesia
624|Beidao|China
625|Vasai|India
626|Xiangshui|China
627|Jacksonville|United States
628|Akçaabat|Turkey
629|Campinas|Brazil
630|Dadukou|China
631|Mombasa|Kenya
632|Lingcheng|China
633|Najafgarh|India
634|Vila Velha|Brazil
635|Gāzipura|Bangladesh
636|Chelyabinsk|Russia
637|Vārānasi|India
638|Xinyu|China
639|Qom|Iran
640|Hargeysa|Somalia
641|Zhangye|China
642|Hiroshima|Japan
643|Maiduguri|Nigeria
644|Chiang Mai|Thailand
645|Doha|Qatar
646|Maputo|Mozambique
647|Mbandaka|Congo (Kinshasa)
648|Pikine|Senegal
649|Medina|Saudi Arabia
650|Srīnagar|India
651|Omsk|Russia
652|Dublin|Ireland
653|Liaoyuan|China
654|Cilacap|Indonesia
655|Yingtan|China
656|Bandar Lampung|Indonesia
657|Samara|Russia
658|Guankou|China
659|Ulsan|South Korea
660|Dhanbād|India
661|Dingzhou|China
662|Lianyuan|China
663|Rongcheng|China
664|Kaiyuan|China
665|Nay Pyi Taw|Myanmar
666|Zhuji|China
667|Kigali|Rwanda
668|Bukavu|Congo (Kinshasa)
669|Leiyang|China
670|Bafoussam|Cameroon
671|Yichun|China
672|Benin City|Nigeria
673|Rostov|Russia
674|Xiantao|China
675|Amritsar|India
676|Callao|Peru
677|Salt Lake City|United States
678|Alīgarh|India
679|Shagamu|Nigeria
680|Yingchuan|China
681|Ciudad Nezahualcóyotl|Mexico
682|Tbilisi|Georgia
683|Guwāhāti|India
684|Ufa|Russia
685|Fès|Morocco
686|São Luís|Brazil
687|Biên Hòa|Vietnam
688|Sevilla|Spain
689|N’Djamena|Chad
690|Mexicali|Mexico
691|Nezahualcóyotl|Mexico
692|Ikare|Nigeria
693|Nashville|United States
694|Tamale|Ghana
695|Xibeijie|China
696|Yuyao|China
697|Hāora|India
698|Hanchuan|China
699|Gongzhuling|China
700|Krasnoyarsk|Russia
701|Cologne|Germany
702|Bujumbura|Burundi
703|Bishkek|Kyrgyzstan
704|Zhufeng|China
705|São Gonçalo|Brazil
706|Yerevan|Armenia
707|Ezhou|China
708|Nur-Sultan|Kazakhstan
709|Tongjin|South Korea
710|Nouakchott|Mauritania
711|Xiashi|China
712|Rānchi|India
713|Taixing|China
714|Vereeniging|South Africa
715|Gwalior|India
716|Zhongwei|China
717|Goyang|South Korea
718|Oslo|Norway
719|Vijayavāda|India
720|Chandīgarh|India
721|Edmonton|Canada
722|Sendai|Japan
723|Raleigh|United States
724|Mizhou|China
725|Tunis|Tunisia
726|Xishan|China
727|Barquisimeto|Venezuela
728|Hegang|China
729|Voronezh|Russia
730|Perm|Russia
731|Changwon|South Korea
732|Fangchenggang|China
733|Shouguang|China
734|Bogor|Indonesia
735|Cartagena|Colombia
736|Matola|Mozambique
737|Jodhpur|India
738|Memphis|United States
739|Ogbomoso|Nigeria
740|Rangapukur|Bangladesh
741|Managua|Nicaragua
742|Sanya|China
743|Shymkent|Kazakhstan
744|Wutong|China
745|Niamey|Niger
746|Shubrā al Khaymah|Egypt
747|Linhai|China
748|Denizli|Turkey
749|Maceió|Brazil
750|Monrovia|Liberia
751|Wafangdian|China
752|Zhongxiang|China
753|Louisville|United States
754|Odesa|Ukraine
755|Thủ Đức|Vietnam
756|Volgograd|Russia
757|Islamabad|Pakistan
758|Port-au-Prince|Haiti
759|Xinyi|China
760|Raipur|India
761|Arequipa|Peru
762|Richmond|United States
763|Zaoyang|China
764|Buffalo|United States
765|Shuizhai|China
766|Xingyi|China
767|Kota|India
768|Quetta|Pakistan
769|Kathmandu|Nepal
770|Ottawa|Canada
771|Lilongwe|Malawi
772|Asmara|Eritrea
773|Freetown|Sierra Leone
774|Vientiane|Laos
775|Jerusalem|Israel
776|Riga|Latvia
777|Bangui|Central African Republic
778|Dushanbe|Tajikistan
779|Lomé|Togo
780|Ashgabat|Turkmenistan
781|Zagreb|Croatia
782|Libreville|Gabon
783|Cotonou|Benin
784|Pretoria|South Africa
785|Vilnius|Lithuania
786|Winnipeg|Canada
787|Quebec City|Canada
788|Chisinau|Moldova
789|Port Moresby|Papua New Guinea
790|Skopje|Macedonia
791|Djibouti|Djibouti
792|Gaza|Gaza Strip
793|Kingston|Jamaica
794|Rabat|Morocco
795|San Salvador|El Salvador
796|The Hague|Netherlands
797|Asunción|Paraguay
798|Juba|South Sudan
799|Maseru|Lesotho
800|Bissau|Guinea-Bissau
801|Valletta|Malta
802|Bratislava|Slovakia
803|Kitchener|Canada
804|Manama|Bahrain
805|Tallinn|Estonia
806|Beirut|Lebanon
807|Cape Town|South Africa
808|Tirana|Albania
809|Sarajevo|Bosnia and Herzegovina
810|Wellington|New Zealand
811|Banjul|The Gambia
812|Halifax|Canada
813|Canberra|Australia
814|Yamoussoukro|Côte d'Ivoire
815|Victoria|Canada
816|Nicosia|Cyprus
817|Windhoek|Namibia
818|Saint-Denis|Reunion
819|Porto-Novo|Benin
820|Sucre|Bolivia
821|Ljubljana|Slovenia
822|Nassau|The Bahamas
823|Bloemfontein|South Africa
824|Fort-de-France|Martinique
825|New Delhi|India
826|Gaborone|Botswana
827|Paramaribo|Suriname
828|Dili|Timor-Leste
829|Dodoma|Tanzania
830|Georgetown|Guyana
831|Gibraltar|Gibraltar
832|Malabo|Equatorial Guinea
833|Suva|Fiji
834|Nouméa|New Caledonia
835|Pristina|Kosovo
836|Male|Maldives
837|Port Louis|Mauritius
838|Podgorica|Montenegro
839|Willemstad|Curaçao
840|Bern|Switzerland
841|Gitega|Burundi
842|Reykjavík|Iceland
843|Luxembourg|Luxembourg
844|Papeete|French Polynesia
845|Praia|Cabo Verde
846|Sri Jayewardenepura Kotte|Sri Lanka
847|Bridgetown|Barbados
848|Moroni|Comoros
849|Thimphu|Bhutan
850|Mbabane|Swaziland
851|Honiara|Solomon Islands
852|Port of Spain|Trinidad and Tobago
853|Castries|Saint Lucia
854|Putrajaya|Malaysia
855|Cayenne|French Guiana
856|São Tomé|Sao Tome and Principe
857|Port-Vila|Vanuatu
858|Bandar Seri Begawan|Brunei
859|Monaco|Monaco
860|Apia|Samoa
861|Tarawa|Kiribati
862|Oranjestad|Aruba
863|Saint Helier|Jersey
864|Mamoudzou|Mayotte
865|Majuro|Marshall Islands
866|Douglas|Isle Of Man
867|George Town|Cayman Islands
868|Victoria|Seychelles
869|Kingstown|Saint Vincent and the Grenadines
870|Andorra la Vella|Andorra
871|Saint John’s|Antigua and Barbuda
872|Nuku‘alofa|Tonga
873|Nuuk|Greenland
874|Belmopan|Belize
875|Roseau|Dominica
876|Basseterre|Saint Kitts and Nevis
877|Tórshavn|Faroe Islands
878|Road Town|British Virgin Islands
879|Pago Pago|American Samoa
880|Grand Turk|Turks and Caicos Islands
881|Marigot|Saint Martin
882|Palikir|Federated States of Micronesia
883|Funafuti|Tuvalu
884|Vaduz|Liechtenstein
885|Lobamba|Swaziland
886|Avarua|Cook Islands
887|Saint George’s|Grenada
888|San Marino|San Marino
889|Tifariti|Morocco
890|Philipsburg|Sint Maarten
891|Capitol Hill|Northern Mariana Islands
892|Stanley|Falkland Islands (Islas Malvinas)
893|Hamilton|Bermuda
894|Vatican City|Vatican City
895|Alofi|Niue
896|Basse-Terre|Guadeloupe
897|Hagåtña|Guam
898|Jamestown|Saint Helena, Ascension, and Tristan da Cunha
899|Brades|Montserrat
900|Yaren|Nauru
901|Gustavia|Saint Barthelemy
902|Ngerulmud|Palau
903|Saint-Pierre|Saint Pierre and Miquelon
904|The Valley|Anguilla
905|Mata-Utu|Wallis and Futuna
906|Kingston|Norfolk Island
907|Longyearbyen|Svalbard
908|Adamstown|Pitcairn Islands
909|Flying Fish Cove|Christmas Island
910|King Edward Point|South Georgia And South Sandwich Islands
911|Bareilly|India
912|Quảng Hà|Vietnam
913|Domaa-Ahenkro|Ghana
914|Oklahoma City|United States
915|Xingcheng|China
916|Dongtai|China
917|Yingcheng|China
918|Chiba|Japan
919|Al Mijlad|Sudan
920|Pekanbaru|Indonesia
921|Luocheng|China
922|Dnipro|Ukraine
923|Danyang|China
924|Godē|Ethiopia
925|Natal|Brazil
926|Nada|China
927|Zamboanga City|Philippines
928|Kirkuk|Iraq
929|Bridgeport|United States
930|Naples|Italy
931|Wuchuan|China
932|Huilong|China
933|Morelia|Mexico
934|Málaga|Spain
935|Cebu City|Philippines
936|Al Manşūrah|Egypt
937|Coimbatore|India
938|Santo Domingo Este|Dominican Republic
939|Setagaya|Japan
940|Sŏngnam|South Korea
941|Taishan|China
942|Teresina|Brazil
943|Solāpur|India
944|Tangier|Morocco
945|Kermānshāh|Iran
946|Krasnodar|Russia
947|Baidoa|Somalia
948|Gaalkacyo|Somalia
949|Anqiu|China
950|Feicheng|China
951|Seberang Jaya|Malaysia
952|El Alto|Bolivia
953|Kitakyūshū|Japan
954|Meishan|China
955|Khartoum North|Sudan
956|Kisangani|Congo (Kinshasa)
957|Aguascalientes|Mexico
958|Marrakech|Morocco
959|Donetsk|Ukraine
960|Trujillo|Peru
961|New Orleans|United States
962|Taihe|China
963|Trichinopoly|India
964|Xin’an|China
965|Taihecun|China
966|Kashgar|China
967|Naucalpan de Juárez|Mexico
968|Çankaya|Turkey
969|Santiago de Cuba|Cuba
970|Owerri|Nigeria
971|Padang|Indonesia
972|Qingzhou|China
973|Lichuan|China
974|Santiago del Estero|Argentina
975|Daye|China
976|Hengzhou|China
977|Fort Worth|United States
978|Hartford|United States
979|Esenyurt|Turkey
980|Campo Grande|Brazil
981|Zhuanghe|China
982|Bobo-Dioulasso|Burkina Faso
983|Ad Dammām|Saudi Arabia
984|Quzhou|China
985|Lhasa|China
986|Jiaozhou|China
987|Bunia|Congo (Kinshasa)
988|Taguig City|Philippines
989|Cancún|Mexico
990|Mérida|Mexico
991|Yangchun|China
992|Dengtalu|China
993|Morādābād|India
994|Antipolo|Philippines
995|Abeokuta|Nigeria
996|Bucheon|South Korea
997|Zhoushan|China
998|Tiruppūr|India
999|Natal|Brazil
1000|Chihuahua|Mexico
1001|Klang|Malaysia
1002|As Sulaymānīyah|Iraq
1003|Gurgaon|India
1004|Turin|Italy
1005|Tucson|United States
1006|Hai’an|China
1007|Ar Ramādī|Iraq
1008|Laiyang|China
1009|Sale|Morocco
1010|Jalandhar|India
1011|Marseille|France
1012|Bucaramanga|Colombia
1013|Kaifeng Chengguanzhen|China
1014|Ikeja|Nigeria
1015|Eskişehir|Turkey
1016|Saltillo|Mexico
1017|Gaomi|China
1018|Liverpool|United Kingdom
1019|Ipoh|Malaysia
1020|Oran|Algeria
1021|Portsmouth|United Kingdom
1022|Southampton|United Kingdom
1023|Hermosillo|Mexico
1024|Cochabamba|Bolivia
1025|Weichanglu|China
1026|Shache|China
1027|Wuxi|China
1028|Leping|China
1029|Hailun|China
1030|Macheng|China
1031|Akure|Nigeria
1032|Ilorin|Nigeria
1033|Yuci|China
1034|Saratov|Russia
1035|Erbil|Iraq
1036|Iguaçu|Brazil
1037|Pasig City|Philippines
1038|Dehui|China
1039|Kālkāji Devi|India
1040|Bhubaneshwar|India
1041|Honolulu|United States
1042|Tongchuan|China
1043|Cheongju|South Korea
1044|Chengxiang|China
1045|Thessaloníki|Greece
1046|Warri|Nigeria
1047|Sakai|Japan
1048|Pointe-Noire|Congo (Brazzaville)
1049|Rongjiawan|China
1050|Mediouna|Morocco
1051|Butterworth|Malaysia
1052|Renqiu|China
1053|Xindi|China
1054|Bhayandar|India
1055|Wu’an|China
1056|São Bernardo do Campo|Brazil
1057|Māndvi|India
1058|Barinas|Venezuela
1059|Zijinglu|China
1060|Gaoyou|China
1061|Culiacán|Mexico
1062|Hejian|China
1063|Yiyang|China
1064|Puxi|China
1065|Androtsy|Madagascar
1066|McAllen|United States
1067|Qingping|China
1068|Omaha|United States
1069|João Pessoa|Brazil
1070|Dongyang|China
1071|Querétaro|Mexico
1072|Kraków|Poland
1073|George Town|Malaysia
1074|Abaeté|Brazil
1075|Palermo|Colombia
1076|Valencia|Spain
1077|Xigazê|China
1078|El Paso|United States
1079|Seyhan|Turkey
1080|Niigata|Japan
1081|Hempstead|United States
1082|Leeds|United Kingdom
1083|Hamamatsu|Japan
1084|Bağcılar|Turkey
1085|Xiangxiang|China
1086|Bilbao|Spain
1087|Chaohucun|China
1088|Fuyang|China
1089|Homs|Syria
1090|Küçükçekmece|Turkey
1091|Lubango|Angola
1092|Zouping|China
1093|Khŭjand|Tajikistan
1094|San Luis Potosí|Mexico
1095|Nottingham|United Kingdom
1096|Cencheng|China
1097|Dali|China
1098|Hamhŭng|North Korea
1099|Korla|China
1100|Rājshāhi|Bangladesh
1101|Erzurum|Turkey
1102|Frankfurt|Germany
1103|Al ‘Ayn|United Arab Emirates
1104|Songzi|China
1105|Albuquerque|United States
1106|Patiāla|India
1107|Laixi|China
1108|Bahawalpur|Pakistan
1109|Zhongba|China
1110|Kaduna|Nigeria
1111|Qingnian|China
1112|San Pedro Sula|Honduras
1113|Qamdo|China
1114|Xinhualu|China
1115|Nerima|Japan
1116|Guangshui|China
1117|Pietermaritzburg|South Africa
1118|Baardheere|Somalia
1119|Tlajomulco de Zúñiga|Mexico
1120|Samarinda|Indonesia
1121|Changhua|Taiwan
1122|Sizhan|China
1123|Ciudad Guayana|Venezuela
1124|Cúcuta|Colombia
1125|Dhūlia|India
1126|Burco|Somalia
1127|Licheng|China
1128|Ōta-ku|Japan
1129|Thiruvananthapuram|India
1130|Tyumen|Russia
1131|Nampula|Mozambique
1132|Zaporizhzhia|Ukraine
1133|Kyaukse|Myanmar
1134|Chengguan|China
1135|Kumamoto|Japan
